City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
303,la mana,-0.9333,-79.2167,24.24,95,100,0.47,EC,2024-05-12 10:39:57
304,rahachow,53.0934,30.0495,8.72,57,90,4.93,BY,2024-05-12 10:39:57
305,saint-francois,46.4154,3.9054,23.01,54,0,2.57,FR,2024-05-12 10:34:29
306,chivilcoy,-34.8957,-60.0167,6.37,84,29,4.9,AR,2024-05-12 10:37:06
307,adrar,20.5022,-10.0711,37.06,10,32,5.93,MR,2024-05-12 10:39:58
308,puerto francisco de orellana,-0.4667,-76.9667,22.41,99,100,0.43,EC,2024-05-12 10:35:13
309,mount gambier,-37.8333,140.7667,11.1,97,56,1.18,AU,2024-05-12 10:33:19
310,lata,40.1629,-8.3327,21.76,50,92,3.06,PT,2024-05-12 10:33:59
311,udachny,66.4167,112.4,-0.31,65,100,5.54,RU,2024-05-12 10:30:08
312,glendive,47.1053,-104.7125,11.79,58,0,3.6,US,2024-05-12 10:39:59
313,tazacorte,28.629,-17.9293,21.54,80,20,6.17,ES,2024-05-12 10:39:59
314,myeik,12.4333,98.6,29.69,73,88,3.52,MM,2024-05-12 10:39:59
315,remire-montjoly,4.9167,-52.2667,26.02,100,75,0.51,GF,2024-05-12 10:35:00
316,santo antonio do ica,-3.1022,-67.9397,23.55,98,99,0.86,BR,2024-05-12 10:40:00
317,sena madureira,-9.0656,-68.6569,22.83,89,91,0.16,BR,2024-05-12 10:40:01
318,margate,51.3813,1.3862,19.94,86,100,4.16,GB,2024-05-12 10:33:59
319,coxim,-18.5067,-54.76,20.68,62,0,1.55,BR,2024-05-12 10:40:01
320,chimoio,-19.1164,33.4833,28.19,33,0,3.53,MZ,2024-05-12 10:40:05
321,bouafle,6.9904,-5.7442,27.01,57,100,1.9,CI,2024-05-12 10:35:39
322,launceston,-41.45,147.1667,12.86,93,100,1.03,AU,2024-05-12 10:35:08
323,dudinka,69.4058,86.1778,0.38,89,93,4.02,RU,2024-05-12 10:33:45
324,la ronge,55.1001,-105.2842,5.14,65,100,6.17,CA,2024-05-12 10:40:06
325,labuan,5.2767,115.2417,30.2,79,20,2.06,MY,2024-05-12 10:40:06
326,harnai,30.1005,67.9374,32.71,6,0,2.42,PK,2024-05-12 10:40:06
327,falmouth,50.1544,-5.0711,15.32,88,40,4.63,GB,2024-05-12 10:40:06
328,queenstown,-31.8976,26.8753,17.16,45,36,2.67,ZA,2024-05-12 10:33:50
329,al hufuf,25.3646,49.5653,40.19,7,0,3.6,SA,2024-05-12 10:40:07
330,banswada,18.3833,77.8833,33.08,42,49,6.71,IN,2024-05-12 10:40:07
331,vallenar,-28.5708,-70.7581,11.23,59,13,1.82,CL,2024-05-12 10:40:07
332,hammerfest,70.6634,23.6821,6.25,81,75,2.06,NO,2024-05-12 10:40:07
333,ephraim,39.3597,-111.5863,7.93,85,1,0.14,US,2024-05-12 10:40:08
334,linda,39.1277,-121.5508,21.82,69,0,2.57,US,2024-05-12 10:40:08
335,shizuishan,39.2333,106.7694,25.48,7,0,0.38,CN,2024-05-12 10:40:08
336,sao tome,0.3365,6.7273,30.02,79,100,2.06,ST,2024-05-12 10:39:29
337,kiknur,57.3034,47.2011,5.41,50,99,5.5,RU,2024-05-12 10:40:08
338,college,64.8569,-147.8028,7.32,53,75,2.57,US,2024-05-12 10:33:37
339,tralee,52.2704,-9.7026,13.14,88,100,2.57,IE,2024-05-12 10:33:04
340,touros,-5.1989,-35.4608,26.8,84,67,4.31,BR,2024-05-12 10:34:51
341,villa gesell,-37.2639,-56.973,11.14,60,97,5.25,AR,2024-05-12 10:38:32
342,mezhdurechensk,53.6942,88.0603,16.7,45,37,3.02,RU,2024-05-12 10:27:28
343,thanh hoa,19.8,105.7667,26.85,91,68,2.33,VN,2024-05-12 10:39:40
344,holualoa,19.6228,-155.9522,21.91,87,40,3.09,US,2024-05-12 10:34:31
345,babolsar,36.7025,52.6576,36.18,59,21,3.0,IR,2024-05-12 10:40:10
346,tafresh,34.692,50.013,25.27,22,51,11.29,IR,2024-05-12 10:40:10
347,pundong,-7.9522,110.3486,25.59,91,39,3.23,ID,2024-05-12 10:40:11
348,malango,-2.9627,119.9001,21.04,98,89,0.64,ID,2024-05-12 10:40:12
349,petropavlovka,50.6114,105.3196,19.3,47,80,8.4,RU,2024-05-12 10:40:12
350,itaueira,-7.6033,-43.0256,27.01,66,17,4.06,BR,2024-05-12 10:40:12
351,togur,58.3631,82.8265,13.97,35,71,4.92,RU,2024-05-12 10:40:13
352,madala,9.1044,7.2133,29.55,66,75,3.6,NG,2024-05-12 10:40:14
353,bouca,6.5105,18.2733,40.14,23,66,4.49,CF,2024-05-12 10:40:14
354,dhuusamarreeb,5.535,46.3861,35.43,35,21,0.43,SO,2024-05-12 10:40:14
355,vattalkundu,10.1667,77.7667,32.01,57,88,1.79,IN,2024-05-12 10:40:15
356,vorkuta,67.5,64.0,-4.94,95,66,2.68,RU,2024-05-12 10:40:15
357,taro,-8.3862,115.28,24.0,97,40,0.96,ID,2024-05-12 10:34:39
358,khanty-mansiysk,61.0042,69.0019,14.06,41,20,8.94,RU,2024-05-12 10:40:15
359,yuzhno-kurilsk,44.0306,145.8556,8.54,96,100,9.33,RU,2024-05-12 10:33:51
360,pacocha,-17.5833,-71.3333,17.0,86,99,2.01,PE,2024-05-12 10:40:16
361,roccella ionica,38.322,16.4009,20.6,59,6,2.48,IT,2024-05-12 10:40:16
362,colares,38.7992,-9.4469,20.81,72,20,14.31,PT,2024-05-12 10:40:16
363,sao jose da coroa grande,-8.8978,-35.1478,27.62,73,91,1.27,BR,2024-05-12 10:33:13
364,cerritos,33.8583,-118.0648,16.61,87,100,1.79,US,2024-05-12 10:40:17
365,nanning,22.8167,108.3167,29.25,83,74,2.94,CN,2024-05-12 10:35:47
366,severo-yeniseyskiy,60.3725,93.0408,5.88,63,80,3.13,RU,2024-05-12 10:40:17
367,fossombrone,43.6908,12.8127,24.38,42,9,2.22,IT,2024-05-12 10:40:17
368,tegueste,28.5167,-16.3167,19.81,75,40,10.29,ES,2024-05-12 10:40:17
369,divo,5.8397,-5.36,31.86,61,94,1.89,CI,2024-05-12 10:40:18
370,wyndham,37.6985,-77.6125,11.44,87,20,0.0,US,2024-05-12 10:40:18
371,bardai,11.65,7.2333,33.5,37,100,3.14,NG,2024-05-12 10:33:11
372,karratha,-20.7377,116.8463,25.43,69,17,3.52,AU,2024-05-12 10:31:14
373,nar'yan-mar,67.6713,53.087,-3.83,94,100,5.36,RU,2024-05-12 10:28:46
374,ephrata,40.1798,-76.1788,9.15,85,100,2.57,US,2024-05-12 10:40:19
375,gisborne,-38.6533,178.0042,7.46,82,1,3.15,NZ,2024-05-12 10:32:37
376,pandan,14.0453,124.1694,28.61,82,96,2.98,PH,2024-05-12 10:33:20
377,murudeshwara,14.0943,74.4845,31.06,69,4,5.48,IN,2024-05-12 10:40:19
378,morristown,36.214,-83.2949,11.61,85,0,0.0,US,2024-05-12 10:40:20
379,vadso,70.0744,29.7487,7.49,61,75,2.06,NO,2024-05-12 10:34:34
380,chifeng,42.2683,118.9636,18.47,23,2,4.95,CN,2024-05-12 10:30:23
381,sechura,-5.5569,-80.8222,19.69,79,100,5.6,PE,2024-05-12 10:40:20
382,ukata,10.8312,5.8249,34.0,40,97,3.59,NG,2024-05-12 10:40:21
383,dorgali,40.2926,9.5881,22.51,45,3,2.35,IT,2024-05-12 10:40:21
384,carutapera,-1.195,-46.02,25.54,93,100,0.99,BR,2024-05-12 10:33:36
385,gamba,-2.65,10.0,29.25,77,92,3.4,GA,2024-05-12 10:33:15
386,three points,32.0767,-111.3137,19.35,25,0,3.54,US,2024-05-12 10:40:22
387,port isabel,26.0734,-97.2086,27.79,87,20,0.45,US,2024-05-12 10:40:22
388,hotan,37.0997,79.9269,30.65,6,9,4.23,CN,2024-05-12 10:40:22
389,minab,27.1467,57.0801,36.49,25,2,5.58,IR,2024-05-12 10:40:23
390,lorengau,-2.0226,147.2712,27.63,81,100,2.15,PG,2024-05-12 10:40:23
391,zaozersk,69.4005,32.4476,2.03,95,94,1.78,RU,2024-05-12 10:32:57
392,quezon,7.7303,125.0989,25.8,87,100,1.21,PH,2024-05-12 10:40:23
393,st. john's,47.5649,-52.7093,3.77,97,100,9.77,CA,2024-05-12 10:30:46
394,qarqaraly,49.4058,75.4742,16.78,30,10,1.02,KZ,2024-05-12 10:33:50
395,luderitz,-26.6481,15.1594,22.69,45,0,7.23,NA,2024-05-12 10:34:32
396,talara,-4.5772,-81.2719,20.92,79,100,6.31,PE,2024-05-12 10:40:25
397,westville,41.5414,-86.9006,8.99,95,0,0.0,US,2024-05-12 10:40:25
398,broome,42.2506,-75.833,8.51,91,100,4.12,US,2024-05-12 10:40:25
399,fale old settlement,-9.3852,-171.2468,29.46,75,92,6.11,TK,2024-05-12 10:40:25
400,chhor,25.5167,69.7667,41.55,14,0,5.39,PK,2024-05-12 10:40:25
401,pionerskiy,54.9508,20.2275,12.91,55,15,3.37,RU,2024-05-12 10:40:26
402,kununurra,-15.7667,128.7333,24.99,61,6,1.03,AU,2024-05-12 10:34:40
403,smithers,54.7804,-127.1743,6.18,75,0,1.54,CA,2024-05-12 10:34:03
404,belmonte,-15.8631,-38.8828,26.26,74,15,0.87,BR,2024-05-12 10:40:27
405,albertina,-22.2008,-46.6158,19.93,60,8,1.12,BR,2024-05-12 10:40:27
406,guwahati,26.1862,91.751,34.95,41,40,2.57,IN,2024-05-12 10:31:05
407,camana,-16.6228,-72.7111,18.17,89,97,3.66,PE,2024-05-12 10:31:22
408,ribeira brava,32.65,-17.0667,22.06,79,47,0.26,PT,2024-05-12 10:40:28
409,salatiga,-7.3319,110.4928,28.33,91,98,1.03,ID,2024-05-12 10:36:27
410,nueva gerona,21.8833,-82.8,26.26,80,55,1.39,CU,2024-05-12 10:40:29
411,novohrad-volynskyi,50.5941,27.6165,12.41,41,66,4.75,UA,2024-05-12 10:40:29
412,marquette,46.5333,-87.6335,10.93,62,100,5.36,US,2024-05-12 10:40:29
413,roleystone,-32.1167,116.0667,21.95,69,75,6.69,AU,2024-05-12 10:40:29
414,suhbaatar,50.2314,106.2078,25.64,27,97,5.44,MN,2024-05-12 10:40:29
415,guerrero negro,27.9769,-114.0611,14.84,83,28,6.71,MX,2024-05-12 10:32:59
416,jessen,51.7833,12.95,20.7,37,20,6.17,DE,2024-05-12 10:40:30
417,freetown,8.484,-13.2299,30.02,73,100,3.3,SL,2024-05-12 10:40:30
418,safford,32.834,-109.7076,15.51,25,0,1.54,US,2024-05-12 10:40:30
419,dubbo,-32.25,148.6167,13.07,94,40,3.6,AU,2024-05-12 10:40:30
420,nicoya,10.1483,-85.452,25.57,90,100,0.97,CR,2024-05-12 10:40:33
421,amga,60.8953,131.9608,3.75,93,100,0.15,RU,2024-05-12 10:34:54
422,changji,44.0167,87.3167,29.44,30,0,5.0,CN,2024-05-12 10:40:33
423,labrador city,52.9463,-66.9114,5.1,52,75,0.0,CA,2024-05-12 10:34:25
424,macomb,40.4592,-90.6718,12.23,85,0,1.54,US,2024-05-12 10:40:34
425,antsiranana,-12.2787,49.2917,32.42,48,40,8.23,MG,2024-05-12 10:37:17
426,big bend,-26.8167,31.9333,27.05,65,100,1.54,SZ,2024-05-12 10:40:34
427,side,36.7667,31.3885,20.85,72,41,4.62,TR,2024-05-12 10:40:35
428,nemuro,43.3236,145.575,7.95,96,100,9.55,JP,2024-05-12 10:34:34
429,al bardiyah,31.7561,25.0865,21.51,52,0,9.92,LY,2024-05-12 10:40:35
430,kavaratti,10.5669,72.642,30.25,68,34,4.71,IN,2024-05-12 10:31:48
431,kirensk,57.7853,108.1119,11.65,53,100,4.02,RU,2024-05-12 10:40:36
432,boca do acre,-8.7522,-67.3978,22.63,86,94,0.23,BR,2024-05-12 10:40:36
433,bandarbeyla,9.4942,50.8122,30.87,62,11,4.7,SO,2024-05-12 10:39:00
434,czersk,53.7959,17.9765,14.14,28,3,3.27,PL,2024-05-12 10:40:36
435,plettenberg bay,-34.0527,23.3716,17.22,58,4,2.78,ZA,2024-05-12 10:40:36
436,matiri,-10.75,34.9,23.85,51,9,1.38,TZ,2024-05-12 10:35:50
437,fortuna,40.5982,-124.1573,11.63,97,100,0.0,US,2024-05-12 10:33:28
438,kharp,66.8014,65.8081,-2.94,88,49,1.98,RU,2024-05-12 10:40:37
439,bel ombre,-4.6167,55.4167,31.91,62,40,7.72,SC,2024-05-12 10:33:14
440,rechytsa,52.3617,30.3916,9.06,57,92,5.06,BY,2024-05-12 10:40:37
441,lloydminster,53.2835,-110.0016,4.12,56,0,2.57,CA,2024-05-12 10:40:38
442,boa vista,2.8197,-60.6733,23.99,94,75,3.09,BR,2024-05-12 10:40:39
443,ternate,0.8,127.4,28.41,76,83,2.45,ID,2024-05-12 10:34:07
444,sumenep,-7.0167,113.8667,27.46,78,39,3.92,ID,2024-05-12 10:32:58
445,lillehammer,61.1146,10.4674,19.65,51,84,1.69,NO,2024-05-12 10:40:39
446,toliara,-23.35,43.6667,28.23,53,0,7.6,MG,2024-05-12 10:40:39
447,minna,9.6139,6.5569,30.84,70,40,1.03,NG,2024-05-12 10:40:40
448,sampit,-2.5333,112.95,25.45,97,100,0.46,ID,2024-05-12 10:30:50
449,kabala,9.5833,-11.55,31.58,54,98,2.89,SL,2024-05-12 10:40:40
450,isangel,-19.55,169.2667,23.29,68,67,7.44,VU,2024-05-12 10:34:24
451,kita,13.0349,-9.4895,39.63,13,61,3.59,ML,2024-05-12 10:40:40
452,gazojak,41.1875,61.4036,29.52,13,89,7.54,TM,2024-05-12 10:40:40
453,miyako,39.6367,141.9525,16.18,90,100,5.06,JP,2024-05-12 10:38:35
454,kerikeri,-35.2268,173.9474,9.75,85,83,1.96,NZ,2024-05-12 10:40:41
455,acarau,-2.8856,-40.12,27.21,83,56,4.89,BR,2024-05-12 10:35:00
456,magadan,59.5667,150.8,0.29,93,92,2.09,RU,2024-05-12 10:32:59
457,mahdia,35.5047,11.0622,24.97,44,0,5.53,TN,2024-05-12 10:40:42
458,nowshahr,36.649,51.496,26.97,61,75,2.06,IR,2024-05-12 10:40:42
459,mirnyy,62.5353,113.9611,1.24,99,100,1.79,RU,2024-05-12 10:40:43
460,tame,6.461,-71.73,22.81,93,70,1.42,CO,2024-05-12 10:40:43
461,kiuruvesi,63.65,26.6167,7.86,51,100,2.48,FI,2024-05-12 10:40:43
462,cutral-co,-38.9469,-69.2089,2.17,10,99,1.46,AR,2024-05-12 10:36:56
463,bougaa,36.3329,5.0884,23.99,25,94,4.4,DZ,2024-05-12 10:40:43
464,twon-brass,4.3151,6.2418,28.55,79,100,4.39,NG,2024-05-12 10:40:44
465,itaituba,-4.2761,-55.9836,25.23,95,87,1.04,BR,2024-05-12 10:40:44
466,salym,60.0625,71.4789,15.59,51,100,7.11,RU,2024-05-12 10:40:44
467,codrington,-38.2667,141.9667,11.98,87,94,1.8,AU,2024-05-12 10:40:44
468,machico,32.7,-16.7667,22.06,68,40,7.72,PT,2024-05-12 10:40:44
469,vargem grande,-3.5431,-43.9158,25.72,89,100,0.12,BR,2024-05-12 10:40:45
470,afif,23.9065,42.9172,36.34,16,6,2.97,SA,2024-05-12 10:40:45
471,callao,-12.0667,-77.15,19.29,88,100,1.54,PE,2024-05-12 10:35:55
472,rumilly,45.8667,5.95,25.67,46,0,2.57,FR,2024-05-12 10:40:45
473,ilha de mocambique,-15.0342,40.7358,28.75,62,33,4.71,MZ,2024-05-12 10:40:45
474,san mateo del mar,16.2,-95.0,28.19,66,100,2.55,MX,2024-05-12 10:40:45
475,pella,59.7775,30.8181,11.09,40,58,3.45,RU,2024-05-12 10:40:46
476,shilka,51.85,116.0333,17.48,33,100,3.64,RU,2024-05-12 10:40:46
477,tres arroyos,-38.3739,-60.2798,6.83,75,100,1.93,AR,2024-05-12 10:40:46
478,zhezqazghan,47.7833,67.7667,25.32,18,20,6.0,KZ,2024-05-12 10:40:46
479,matsushima,38.3736,141.0611,18.88,81,100,8.7,JP,2024-05-12 10:40:47
480,sinop,41.7711,34.8709,14.83,58,96,4.23,TR,2024-05-12 10:31:16
481,kolokani,13.5728,-8.0339,39.45,10,29,0.35,ML,2024-05-12 10:40:47
482,ulsteinvik,62.3432,5.8487,20.5,67,68,3.22,NO,2024-05-12 10:39:28
483,huanggang,23.677,116.9996,29.94,93,100,1.12,CN,2024-05-12 10:40:47
484,mujiayingzi,42.1167,118.7833,17.42,24,1,4.79,CN,2024-05-12 10:40:48
485,cacador,-26.7753,-51.015,16.02,88,52,1.98,BR,2024-05-12 10:40:48
486,christchurch,-43.5333,172.6333,5.53,84,20,0.0,NZ,2024-05-12 10:40:48
487,sarangani,5.4033,125.4636,28.99,80,98,7.24,PH,2024-05-12 10:35:32
488,igarka,67.4667,86.5833,-0.55,99,72,5.81,RU,2024-05-12 10:40:49
489,sanctuary point,-35.1114,150.629,16.53,94,100,3.68,AU,2024-05-12 10:40:49
490,punakha,27.5837,89.8598,22.04,84,95,1.06,BT,2024-05-12 10:40:50
491,keningau,5.3378,116.1602,24.68,95,44,0.42,MY,2024-05-12 10:40:50
492,namtsy,62.7161,129.6658,5.0,49,100,3.07,RU,2024-05-12 10:40:50
493,at taj,24.2049,23.2857,31.23,15,0,5.32,LY,2024-05-12 10:40:50
494,maintirano,-18.0667,44.0167,29.07,58,0,4.35,MG,2024-05-12 10:40:50
495,tadine,-21.55,167.8833,22.56,64,83,7.0,NC,2024-05-12 10:40:50
496,ubiaja,6.655,6.3869,24.24,89,100,1.46,NG,2024-05-12 10:40:50
497,mahajanga,-15.7167,46.3167,35.01,38,20,3.09,MG,2024-05-12 10:40:51
498,tahla,34.0485,-4.428,25.93,44,49,2.53,MA,2024-05-12 10:40:52
499,sault ste. marie,46.5168,-84.3333,3.31,100,75,2.06,CA,2024-05-12 10:40:52
500,lianzhou,24.7811,112.3825,22.26,89,93,1.7,CN,2024-05-12 10:40:52
501,natal,-5.795,-35.2094,25.36,100,75,2.06,BR,2024-05-12 10:40:52
502,rabo de peixe,37.8,-25.5833,17.77,99,40,6.17,PT,2024-05-12 10:40:53
503,santa eulalia,-11.85,-76.6833,2.78,72,82,0.46,PE,2024-05-12 10:40:53
504,taoudenni,22.6783,-3.9836,40.87,5,9,7.07,ML,2024-05-12 10:40:54
505,kimbe,-5.5502,150.1429,25.76,93,100,1.72,PG,2024-05-12 10:40:54
506,pucheng,27.9233,118.5333,17.97,98,100,2.05,CN,2024-05-12 10:40:54
507,corinto,37.9407,22.9573,22.76,31,1,2.42,GR,2024-05-12 10:40:55
508,palangkaraya,-2.2,113.8333,25.43,96,100,1.17,ID,2024-05-12 10:37:41
509,kiunga,-6.1219,141.2906,24.42,98,100,1.73,PG,2024-05-12 10:40:55
510,zhuanghe,39.7008,122.9911,18.03,42,4,4.04,CN,2024-05-12 10:40:56
511,sandnessjoen,66.0217,12.6316,10.29,95,100,6.68,NO,2024-05-12 10:33:38
512,baharly,38.4362,57.4316,36.29,14,70,4.74,TM,2024-05-12 10:40:56
513,curitibanos,-27.2828,-50.5844,15.32,95,74,1.15,BR,2024-05-12 10:40:56
514,port moresby,-9.4431,147.1797,26.68,78,40,7.72,PG,2024-05-12 10:37:26
515,tranqueras,-31.2,-55.75,15.81,99,100,2.97,UY,2024-05-12 10:40:57
516,tionk essil,12.7856,-16.5217,30.03,43,13,3.53,SN,2024-05-12 10:40:57
517,viqueque,-8.8673,126.3658,25.4,86,17,1.81,TL,2024-05-12 10:40:57
518,cururupu,-1.8283,-44.8683,25.94,93,100,0.96,BR,2024-05-12 10:40:57
519,gargalianoi,37.0667,21.6333,21.34,56,6,3.34,GR,2024-05-12 10:40:58
520,shalqar,47.8333,59.6,26.55,21,76,12.62,KZ,2024-05-12 10:40:58
521,zav'yalovo,56.7847,53.3776,6.89,77,100,6.71,RU,2024-05-12 10:40:58
522,kota belud,6.351,116.4305,28.35,82,20,1.49,MY,2024-05-12 10:40:58
523,dompu,-8.5356,118.4622,24.64,88,63,1.85,ID,2024-05-12 10:40:58
524,saint-philippe,-21.3585,55.7679,29.77,80,28,5.89,RE,2024-05-12 10:40:51
525,grand-lahou,5.1367,-5.0242,30.7,67,100,2.99,CI,2024-05-12 10:40:59
526,lautoka,-17.6167,177.4667,22.92,68,40,4.63,FJ,2024-05-12 10:37:13
527,ciudad lazaro cardenas,17.9583,-102.2,22.33,71,88,1.34,MX,2024-05-12 10:41:00
528,akkol',48.7833,53.2,23.3,36,100,4.19,KZ,2024-05-12 10:41:00
529,mudgee,-32.5943,149.5871,12.01,84,58,1.41,AU,2024-05-12 10:41:00
530,susanville,40.4163,-120.653,7.03,63,4,1.95,US,2024-05-12 10:41:01
531,sheki,41.1919,47.1706,24.48,47,58,3.59,AZ,2024-05-12 10:41:01
532,bengkulu,-3.8004,102.2655,28.1,78,97,1.19,ID,2024-05-12 10:40:40
533,yeniseysk,58.4497,92.1703,13.86,35,93,4.02,RU,2024-05-12 10:41:02
534,bismarck,46.8083,-100.7837,14.89,64,0,4.12,US,2024-05-12 10:41:02
535,ambatondrazaka,-17.8333,48.4167,20.96,79,96,3.28,MG,2024-05-12 10:41:02
536,newman,37.3138,-121.0208,17.81,75,0,0.89,US,2024-05-12 10:41:02
537,betio village,1.358,172.9211,28.39,77,89,2.72,KI,2024-05-12 10:41:02
538,hithadhoo,-0.6,73.0833,29.0,77,100,3.81,MV,2024-05-12 10:34:04
539,cidade velha,14.9167,-23.6167,27.26,50,20,5.14,CV,2024-05-12 10:41:03
540,fada,9.5667,8.3,31.23,50,98,2.26,NG,2024-05-12 10:41:03
541,puerto gaitan,4.3133,-72.0816,24.19,91,78,1.4,CO,2024-05-12 10:41:03
542,orkeny,47.1299,19.4332,21.13,58,95,3.28,HU,2024-05-12 10:41:04
543,nadym,65.5333,72.5167,1.65,98,99,1.69,RU,2024-05-12 10:41:04
544,tshabong,-26.05,22.45,30.35,13,0,2.15,BW,2024-05-12 10:41:04
545,kananga,-5.8958,22.4178,32.74,45,29,1.81,CD,2024-05-12 10:41:04
546,islamkot,24.6997,70.177,38.72,18,0,5.81,PK,2024-05-12 10:41:04
547,al jawf,29.5,38.75,32.07,17,15,2.05,SA,2024-05-12 10:41:04
548,dunedin,-45.8742,170.5036,11.0,87,100,2.68,NZ,2024-05-12 10:36:22
549,oppdal,62.5943,9.6912,15.66,55,100,1.72,NO,2024-05-12 10:41:05
550,pemangkat,1.1667,108.9667,28.41,76,52,2.44,ID,2024-05-12 10:41:05
551,amta,22.58,88.0083,32.96,75,76,7.18,IN,2024-05-12 10:41:05
552,port blair,11.6667,92.75,32.02,74,40,3.6,IN,2024-05-12 10:41:05
553,shelbyville,35.4834,-86.4603,11.65,100,0,0.0,US,2024-05-12 10:41:05
554,crane,31.3974,-102.3501,18.58,93,96,5.43,US,2024-05-12 10:41:06
555,el granada,37.5027,-122.4694,15.16,92,100,4.12,US,2024-05-12 10:41:06
556,ayden,35.4727,-77.4155,13.05,96,0,0.0,US,2024-05-12 10:41:06
557,zakynthos,37.7914,20.8953,22.68,64,20,3.6,GR,2024-05-12 10:41:06
558,nyurba,63.2842,118.3319,1.85,97,100,5.48,RU,2024-05-12 10:41:07
559,krasnyy kut,50.95,46.9667,9.73,76,100,8.88,RU,2024-05-12 10:41:07
560,obidos,-1.9175,-55.5181,23.62,97,97,2.63,BR,2024-05-12 10:41:07
561,port sudan,19.6175,37.2164,34.84,46,2,4.57,SD,2024-05-12 10:41:07
562,mermoz boabab,14.7065,-17.4758,29.31,78,0,4.12,SN,2024-05-12 10:41:07
563,labytnangi,66.6572,66.4183,-2.57,89,41,5.27,RU,2024-05-12 10:37:13
564,arraial do cabo,-22.9661,-42.0278,21.92,94,0,1.03,BR,2024-05-12 10:41:07
565,dolores,-36.3132,-57.6792,8.6,69,95,5.17,AR,2024-05-12 10:41:08
566,cockburn town,21.4612,-71.1419,25.84,84,0,2.1,TC,2024-05-12 10:41:08
567,papao,-17.75,-149.55,25.82,81,5,6.42,PF,2024-05-12 10:41:08
568,kattivakkam,13.2167,80.3167,34.5,69,54,7.13,IN,2024-05-12 10:41:09
569,abepura,-2.6333,140.5833,27.45,83,20,2.57,ID,2024-05-12 10:41:09
570,forio,40.7342,13.8646,24.32,75,1,3.01,IT,2024-05-12 10:41:09
571,priozersk,61.0393,30.1291,12.22,47,22,1.86,RU,2024-05-12 10:41:09
572,nkowakowa,-23.8878,30.2871,22.87,61,98,2.35,ZA,2024-05-12 10:41:10
573,phan rang-thap cham,11.5667,108.9833,29.57,71,93,3.73,VN,2024-05-12 10:40:02
574,selfoss,63.9331,-20.9971,10.02,83,100,3.28,IS,2024-05-12 10:41:10
575,salalah,17.0151,54.0924,32.05,70,20,7.2,OM,2024-05-12 10:38:55
576,hailey,43.5196,-114.3153,8.51,61,0,6.17,US,2024-05-12 10:41:10
577,chui,-33.6971,-53.4616,14.69,82,99,3.61,UY,2024-05-12 10:41:11
578,santiago de cao,-7.9589,-79.2392,17.07,94,100,1.54,PE,2024-05-12 10:41:11
579,illizi,26.4833,8.4667,31.89,13,3,7.41,DZ,2024-05-12 10:41:11
580,aitape,-3.1374,142.3475,26.95,89,94,1.96,PG,2024-05-12 10:41:11
581,timbuktu,16.7735,-3.0074,42.19,5,1,6.69,ML,2024-05-12 10:41:12
582,moranbah,-22.0016,148.0466,21.77,63,28,4.6,AU,2024-05-12 10:41:12
583,ust'-ilimsk,58.0006,102.6619,13.58,29,14,5.81,RU,2024-05-12 10:41:12
584,prozor,43.8222,17.6092,18.83,47,46,1.16,BA,2024-05-12 10:41:12
585,yeosu,34.7546,127.6599,16.57,62,97,4.96,KR,2024-05-12 10:40:05
586,tevriz,57.509,72.4042,15.46,53,68,4.22,RU,2024-05-12 10:41:13
587,iguatu,-6.3594,-39.2986,26.6,61,9,0.62,BR,2024-05-12 10:41:13
588,lysianka,49.2523,30.8295,11.01,53,64,3.96,UA,2024-05-12 10:41:13
589,bodo,67.28,14.405,8.3,95,75,4.12,NO,2024-05-12 10:41:13
590,wilhelmstadt,52.5139,13.1915,21.21,41,19,2.68,DE,2024-05-12 10:41:14
591,miquelon,47.0975,-56.3814,4.0,92,100,14.66,PM,2024-05-12 10:41:14
592,pervomayskiy,53.2485,40.2871,8.09,46,100,4.39,RU,2024-05-12 10:41:14
593,akureyri,65.6835,-18.0878,3.96,93,100,1.54,IS,2024-05-12 10:39:41
594,mitu,1.1983,-70.1733,22.01,99,68,0.51,CO,2024-05-12 10:41:14
595,krasnogorskoye,52.2953,86.1979,14.49,52,5,1.87,RU,2024-05-12 10:41:14
596,san jose de feliciano,-30.3845,-58.7517,12.81,95,100,5.15,AR,2024-05-12 10:41:15
